bill_id,model,session,classification,jurisdiction,jurisdiction_code,introduced_chamber,title,first_date,curated,has_ai_ads,has_government_scope,has_ai_governance_body,has_harmonization,ai_governance_body_names,excerpt_government_scope,excerpt_harmonization
NY_[2023-2024]_S-7543,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Enacts the legislative oversight of automated decision-making in government act (LOADinG Act),2023-06-05,True,True,True,False,False,,enacts the legislative oversight of automated decision-making in government act (loading act) to regulate the use of automated decision-making systems and artificial intelligence techniques by state agencies.,
NY_[2023-2024]_S-8138,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,"Creates a temporary state commission to study and investigate how to regulate artificial intelligence, robotics and automation",2024-01-09,True,True,False,False,False,,,
NY_[2023-2024]_S-5641,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Establishes criteria for the sale of automated employment decision tools,2023-03-10,True,True,False,False,False,,,
NY_[2023-2024]_S-4824,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,"Enacts the ""facial recognition technology study act""",2023-02-15,True,False,False,False,False,,,
NY_[2023-2024]_A-8105,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Requires the collection of oaths of responsible use from users of certain generative or surveillance advanced artificial intelligence systems,2023-10-13,True,True,False,False,False,,,
NY_[2023-2024]_A-8195,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,"Relates to enacting the ""advanced artificial intelligence licensing act""",2023-10-27,True,True,True,True,False,Advisory Council For Artificial Intelligence,"The legislature hereby finds and declares that certain applications of artificial intelligence harbor such an immense capacity for causing significant harm to the security, integrity, and moral wellbeing of the state and such a risk of becoming uncontainable that the state has a compelling interest in preventing their creation.",
NY_[2023-2024]_A-8328,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to restricting the use of electronic monitoring and automated employment decision tools,2023-12-13,True,True,False,False,False,,,
NY_[2023-2024]_A-4969,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,"Creates a temporary state commission to study and investigate how to regulate artificial intelligence, robotics and automation",2023-02-27,True,True,False,False,False,,,
NY_[2023-2024]_A-216,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to requiring advertisements to disclose the use of synthetic media,2023-01-04,True,False,False,False,False,,,
NY_[2023-2024]_A-6790,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Prohibits the creation and dissemination of synthetic media within sixty days of an election with intent to unduly influence the outcome of an election,2023-05-08,True,True,False,False,False,,,
NY_[2023-2024]_A-7904,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Requires disclosure of the use of artificial intelligence in political communications,2023-07-19,True,True,False,False,False,,,
NY_[2023-2024]_S-8390,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Relates to the admissibility of evidence created or processed by artificial intelligence,2024-01-26,True,True,False,False,False,,,
NY_[2023-2024]_S-8400,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Prohibits the creation and dissemination of synthetic media within sixty days of an election with intent to unduly influence the outcome of an election,2024-01-26,True,True,False,False,False,,,
NY_[2023-2024]_S-6638,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,"Enacts the ""political artificial intelligence disclaimer (PAID) act""",2023-05-03,True,True,False,False,False,,,
NY_[2023-2024]_A-7859,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Requires employers and employment agencies to notify candidates for employment if machine learning technology is used to make hiring decisions,2023-07-07,True,True,False,False,False,,,
NY_[2023-2024]_S-7592,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Senate,Requires disclosure of the use of artificial intelligence in political communications,2023-07-07,True,True,False,False,False,,,
NY_[2023-2024]_A-9028,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to the disclosure of political communication produced by artificial intelligence technology,2024-02-05,True,True,False,False,False,,,
NY_[2023-2024]_A-9054,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Enacts the Respect Electoral Audiovisual Legitimacy (REAL) Act,2024-02-05,True,False,False,False,False,,,
NY_[2023-2024]_A-9103,gpt-3.5-turbo-0125,2023-2024,['bill'],New York,NY,Assembly,Relates to political communication utilizing artificial intelligence,2024-02-07,True,True,False,False,False,,,
ID_[2024]_H-391,gpt-3.5-turbo-0125,2024,['bill'],Idaho,ID,House,EXPLICIT SYNTHETIC MEDIA – Adds to existing law to provide for the crime of disclosing explicit synthetic media.,2024-01-12,True,True,False,False,False,,,
ID_[2024]_H-575,gpt-3.5-turbo-0125,2024,['bill'],Idaho,ID,House,DISCLOSING EXPLICIT SYNTHETIC MEDIA – Adds to existing law to provide for the crime of disclosing explicit synthetic media.,2024-02-15,True,True,False,False,False,,,
ID_[2024]_H-565,gpt-3.5-turbo-0125,2024,['bill'],Idaho,ID,House,"ELECTIONEERING COMMUNICATIONS – Amends and adds to existing law to revise the definition of “electioneering,” to provide for relief prohibiting the publication of synthetic media in electioneering communications, to provide for an action prohibiting the publication of synthetic media in electioneering communications, and to provide exceptions.",2024-02-14,True,False,False,False,False,,,
ID_[2024]_H-568,gpt-3.5-turbo-0125,2024,['bill'],Idaho,ID,House,STATE AFFAIRS – Adds to existing law to establish the Artificial Intelligence Advisory Council.,2024-02-15,True,True,True,False,False,,to require inventory reports regarding automated decision systems employed by state agencies,
ID_[2024]_H-407,gpt-3.5-turbo-0125,2024,['bill'],Idaho,ID,House,"FREEDOM FROM AI-RIGGED (FAIR) ELECTIONS ACT – Adds to existing law to provide for relief and prohibiting the publication of synthetic media in electioneering communications, to establish provisions regarding an action prohibiting the publication of synthetic media in electioneering communications, and to provide exceptions.",2024-01-18,True,False,False,False,False,,,
ID_[2024]_H-664,gpt-3.5-turbo-0125,2024,['bill'],Idaho,ID,House,"ELECTIONEERING COMMUNICATIONS – Adds to existing law to provide for relief prohibiting the publication of synthetic media in electioneering communications, to provide for an action prohibiting the publication of synthetic media in electioneering communications, and to provide exceptions.",2024-02-27,True,False,False,False,False,,,
ID_[2024]_H-426,gpt-3.5-turbo-0125,2024,['bill'],Idaho,ID,House,"FREEDOM FROM AI-RIGGED (FAIR) ELECTIONS ACT – Adds to existing law to provide for relief prohibiting the publication of synthetic media in electioneering communications, to establish provisions regarding an action prohibiting the publication of synthetic media in electioneering communications, and to provide exceptions.",2024-01-25,True,False,False,False,False,,,
ID_[2024]_H-465,gpt-3.5-turbo-0125,2024,['bill'],Idaho,ID,House,CRIMES AGAINST CHILDREN – Amends and adds to existing law to provide for the crime of visual representations of the sexual abuse of children and to revise provisions regarding the Internet Crimes Against Children Unit.,2024-02-02,True,False,False,False,False,,,
OH_[135]_SB-217,gpt-3.5-turbo-0125,135,['bill'],Ohio,OH,Senate,"Regards AI-generated products, simulated porn, identity fraud",2024-01-24,True,True,False,False,False,,,
OR_[2024R1]_SB-1571,gpt-3.5-turbo-0125,2024R1,['bill'],Oregon,OR,Senate,Relating to the use of artificial intelligence in campaign communications; declaring an emergency.,2024-02-01,True,True,False,False,False,,,
OR_[2024R1]_HB-4153,gpt-3.5-turbo-0125,2024R1,['bill'],Oregon,OR,House,Relating to artificial intelligence; declaring an emergency.,2024-02-01,True,True,False,False,False,,,
IL_[103rd]_HB-5116,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,AUTOMATED DECISION TOOLS,2024-02-08,True,True,False,False,False,,,
IL_[103rd]_HB-5099,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,AI USE IN GOVT CONTRACTS,2024-02-08,True,True,True,False,False,,"requires a vendor who contracts for government services, grants, or leases or purchases of software or hardware to disclose if artificial intelligence technology is, has been, or will be used in the course of fulfilling the contract or in the goods, technology, or services being purchased.",
IL_[103rd]_SB-2786,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,DIGITAL FORGERIES ACT,2024-01-17,True,True,False,False,False,,,
IL_[103rd]_HB-3902,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,STATE GOVT-GENERAL MANDATES,2023-02-17,True,False,True,False,False,,"specifies that the amendatory act may be referred to as the drones as first responders act. amends the freedom from drone surveillance act. defines the terms ""parade"", ""routed event"", and ""special event"". authorizes the use of drones for additional specified law enforcement purposes. prohibits the use of weapons and facial recognition technology on drones. makes changes concerning the retention and disclosure of drone-acquired data. makes changes to annual reporting requirements. adds enforcement provisions.",
IL_[103rd]_HB-5209,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,REPEAL ILLINOIS TRUST ACT,2024-02-08,True,False,True,False,False,,an act concerning government.,
IL_[103rd]_HB-5228,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,AI USE IN GOVT CONTRACTS,2024-02-08,True,True,True,False,False,,"requires a vendor who contracts for government services, grants, or leases or purchases of software or hardware to disclose if artificial intelligence technology is, has been, or will be used in the course of fulfilling the contract or in the goods, technology, or services being purchased.",
IL_[103rd]_HB-5321,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,CONSUMER FRAUD-AI LABELING,2024-02-09,True,True,False,False,False,,,
IL_[103rd]_HB-5322,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,ALGORITHMIC IMPACT ASSESSMENTS,2024-02-09,True,True,False,False,False,,,
IL_[103rd]_SB-2847,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,CRIM CD-ARTIFICIAL INTELLIGENC,2024-01-19,True,True,False,False,False,,,
IL_[103rd]_HB-5399,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,BD HIGHER ED-AI IN EDUC REPORT,2024-02-09,True,True,False,False,False,,,
IL_[103rd]_HB-5649,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,DFPR-AI-MENTAL HEALTH SERVICE,2024-02-09,True,True,False,False,False,,,
IL_[103rd]_HB-5639,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,DOIT-AI TASK FORCE,2024-02-09,True,True,False,False,False,,,
IL_[103rd]_SB-3596,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,IMMIGRATION ENFORCEMENT ACT,2024-02-09,True,False,False,False,False,,,
IL_[103rd]_HB-3285,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,AI VOICE OR LIKENESS CONSENT,2023-02-17,True,True,False,False,False,,,
IL_[103rd]_HB-4187,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,REPEAL ILLINOIS TRUST ACT,2023-10-23,True,False,True,False,False,,an act concerning government.,
IL_[103rd]_SB-1742,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,ELECT CODE-DEEP FAKE VIDEO,2023-02-09,True,False,False,False,False,,,
IL_[103rd]_HB-3563,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,DOIT-AI TASK FORCE,2023-02-17,True,True,True,False,False,,the department of innovation and technology shall establish the generative ai and natural language processing task force investigate and provide a report on generative artificial intelligence software and natural language processing software.,
IL_[103rd]_HB-3882,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,STANDARD ID-DOCUMENTATION,2023-02-17,True,False,True,False,False,,"prohibits the secretary from releasing highly restricted personal information or personally identifying information or disclosing documents to any immigration agent unless it is necessary to comply with a lawful court order, judicial warrant, or subpoena for individual records that specifically requires production of such information or documents. prohibits the secretary from entering into or maintaining any agreement regarding the sharing of such information or documents.",
IL_[103rd]_SB-2397,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,STANDARD ID-DOCUMENTATION,2023-02-10,True,False,False,False,False,,,
IL_[103rd]_HB-4705,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,ARTIFICIAL INTELLIGENCE REPORT,2024-02-01,True,True,True,False,False,,This act may be cited as the artificial intelligence reporting act. State agency shall prepare an annual report concerning the state agency's use of covered algorithms in its operations.,
IL_[103rd]_HB-4763,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,DIGITAL FORGERIES ACT,2024-02-05,True,True,False,False,False,,,
IL_[103rd]_HB-4534,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,REPEAL ILLINOIS TRUST ACT,2024-01-19,True,False,True,False,False,,an act concerning government.,
IL_[103rd]_SB-2649,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,REPEAL ILLINOIS TRUST ACT,2024-01-10,True,False,True,False,False,,an act concerning government.,
IL_[103rd]_SB-2762,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,ELEC CD-AI ADVERT DISCLOSURE,2024-01-16,True,True,False,False,False,,,
IL_[103rd]_HB-4495,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,COUNTY RESIDENCE ON ID/LICENSE,2024-01-17,True,False,False,False,False,,,
IL_[103rd]_HB-4624,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,ELEC CD-DECEPTION OR FORGERY,2024-01-30,True,True,True,False,False,,"provides that the term 'deception or forgery' includes, but is not limited to the creation and distribution of a digital replica or deceptive social media content that a reasonable person would incorrectly believe is a true depiction of an individual, is made by a government official or candidate for office within the state, or is an announcement or communication made by a government agency and that is reasonably likely to dissuade a voter from registering to vote or lawfully voting, supporting, or opposing the nomination or election of any person for public office or any public question voted upon in any election.",
IL_[103rd]_HB-4625,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,SCH CD-DIGITAL LITERACY SKILLS,2024-01-30,True,True,False,False,False,,,
IL_[103rd]_SB-2983,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,ELEC CD-DECEPTION OR FORGERY,2024-01-31,True,True,True,False,False,,"provides that the term 'deception or forgery' includes, but is not limited to the creation and distribution of a digital replica or deceptive social media content that a reasonable person would incorrectly believe is a true depiction of an individual, is made by a government official or candidate for office within the state, or is an announcement or communication made by a government agency and that is reasonably likely to dissuade a voter from registering to vote or lawfully voting, supporting, or opposing the nomination or election of any person for public office or any public question voted upon in any election.",
IL_[103rd]_SB-3248,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,PROTECTS VOICE & IMAGES,2024-02-06,True,True,False,False,False,,,
IL_[103rd]_HB-4875,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,PUBLICITY ACT-USE OF AI,2024-02-06,True,True,False,False,False,,,
IL_[103rd]_HB-4869,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,CONSUMER FRAUD-AI DISCLOSURE,2024-02-06,True,False,False,False,False,,,
IL_[103rd]_SB-3325,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,PUBLICITY ACT-USE OF AI,2024-02-07,True,True,False,False,False,,,
IL_[103rd]_HB-4836,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,House,STATE AGENCIES-AI SYSTEMS,2024-02-06,True,True,True,False,False,,"all state agency artificial intelligence systems or state-funded artificial intelligence systems must follow the trustworthiness, equity, and transparency standards framework established by the national institute for standards and technology's ai risk management framework.",
IL_[103rd]_SB-3289,gpt-3.5-turbo-0125,103rd,['bill'],Illinois,IL,Senate,IMMIGRATION ENFORCEMENT ACT,2024-02-07,True,False,False,False,False,,,
LA_[2024]_SB-6,gpt-3.5-turbo-0125,2024,['bill'],Louisiana,LA,Senate,CRIME/PUNISHMENT: Prohibits the distribution of misleading synthetic media. (8/1/24),2024-01-30,True,False,False,False,False,,,
LA_[2023]_SCR-49,gpt-3.5-turbo-0125,2023,['concurrent resolution'],Louisiana,LA,Senate,"TECHNOLOGY: Requests the Joint Committee on Technology and Cybersecurity to  study the impact of artificial intelligence in operations, procurement, and policy.",2023-05-17,True,True,False,False,False,,,
WI_[2023]_SB-1010,gpt-3.5-turbo-0125,2023,['bill'],Wisconsin,WI,Senate,Relating to: use of artificial intelligence by state agencies and staff reduction goals. (FE),2024-02-08,True,True,True,False,False,,"this bill requires, beginning in 2030, each submission to include a proposal to reduce the total number of the agency's position authorizations for each fiscal year of the succeeding fiscal biennium using as a base the agency's total number of position authorizations in the 2023-24 fiscal year.",
WI_[2023]_AB-664,gpt-3.5-turbo-0125,2023,['bill'],Wisconsin,WI,Assembly,"Relating to: disclosures regarding content generated by artificial intelligence in political advertisements, granting rule-making authority, and providing a penalty. (FE)",2023-11-09,True,True,False,False,False,,,
WI_[2023]_SB-644,gpt-3.5-turbo-0125,2023,['bill'],Wisconsin,WI,Senate,"Relating to: disclosures regarding content generated by artificial intelligence in political advertisements, granting rule-making authority, and providing a penalty. (FE)",2023-11-07,True,True,False,False,False,,,
WI_[2023]_SB-1072,gpt-3.5-turbo-0125,2023,['bill'],Wisconsin,WI,Senate,Relating to: disclaimer required when interacting with generative artificial intelligence that simulates conversation.,2024-02-26,True,False,False,False,False,,,
WI_[2023]_AB-1068,gpt-3.5-turbo-0125,2023,['bill'],Wisconsin,WI,Assembly,Relating to: use of artificial intelligence by state agencies and staff reduction goals. (FE),2024-02-05,True,True,True,False,False,,"this bill requires, beginning in 2030, each submission to include a proposal to reduce the total number of the agency's position authorizations for each fiscal year of the succeeding fiscal biennium using as a base the agency's total number of position authorizations in the 2023-24 fiscal year.",
WA_[2023-2024]_HB-1442,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,House,"Defining synthetic media in campaigns for elective office, and providing relief for candidates and campaigns.",2023-01-19,True,False,False,False,False,,,
WA_[2023-2024]_SB-5838,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,Senate,Establishing an artificial intelligence task force.,2023-12-12,True,True,True,False,False,,washington technology solutions (watech) developed guiding principles for artificial intelligence use by state agencies.,
WA_[2023-2024]_SB-5187,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,Senate,Making 2023-2025 fiscal biennium operating appropriations.,2023-01-06,True,True,True,False,False,,"the office of the chief information officer who must convene a work group to examine how automated decision making systems can best be reviewed before adoption and while in operation and be periodically audited to ensure that such systems are fair, transparent, accountable and do not improperly advantage or disadvantage washington residents.",
WA_[2023-2024]_HB-1934,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,House,Establishing an artificial intelligence task force.,2023-12-13,True,True,True,False,False,,"the legislature finds that artificial intelligence is a fast-evolving technology that holds extraordinary potential and has a myriad of uses for both the public and private sectors. advances in artificial intelligence technology have led to programs that are capable of creating text, audio, and media that are difficult to distinguish from media created by a human. this technology has the potential to provide great benefits to people if used well and to cause great harm if used irresponsibly.",
WA_[2023-2024]_HB-1951,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,House,Promoting ethical artificial intelligence by protecting against algorithmic discrimination.,2023-12-14,True,True,False,False,False,,,
WA_[2023-2024]_SB-5152,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,Senate,"Defining synthetic media in campaigns for elective office, and providing relief for candidates and campaigns.",2023-01-04,True,False,False,False,False,,,
WA_[2023-2024]_SB-5957,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,Senate,Requiring the office of privacy and data protection to develop guidelines for the use of artificial intelligence.,2024-01-03,True,True,True,False,False,,requiring the office of privacy and data protection to develop guidelines for the use of artificial intelligence.,
WA_[2023-2024]_HB-1616,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,House,Creating a charter of people's personal data rights.,2023-01-26,True,True,False,False,False,,,
WA_[2023-2024]_SB-5643,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,Senate,Creating a charter of people's personal data rights.,2023-01-31,True,True,False,False,False,,,
WA_[2023-2024]_HB-1140,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,House,Making 2023-2025 fiscal biennium operating appropriations.,2023-01-05,True,True,True,False,False,,"the office of the chief information officer who must convene a work group to examine how automated decision making systems can best be reviewed before adoption and while in operation and be periodically audited to ensure that such systems are fair, transparent, accountable and do not improperly advantage or disadvantage washington residents.",
WA_[2023-2024]_SB-5188,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,Senate,Making 2021-2023 fiscal biennium second supplemental operating appropriations.,2023-01-06,True,True,True,False,False,,"the office of the chief information officer who must convene a work group to examine how automated decision making systems can best be reviewed before adoption and while in operation and be periodically audited to ensure that such systems are fair, transparent, accountable and do not improperly advantage or disadvantage washington residents.",
WA_[2023-2024]_SB-5356,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,Senate,"Establishing guidelines for government procurement and use of automated decision systems in order to protect consumers, improve transparency, and create more market predictability.",2023-01-13,True,True,True,False,False,,"establishing guidelines for government procurement and use of automated decision systems in order to protect consumers, improve transparency, and create more market predictability.",
WA_[2023-2024]_HB-1141,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,House,Making 2021-2023 fiscal biennium second supplemental operating appropriations.,2023-01-05,True,True,True,False,False,,"the office of the chief information officer who must convene a work group to examine how automated decision making systems can best be reviewed before adoption and while in operation and be periodically audited to ensure that such systems are fair, transparent, accountable and do not improperly advantage or disadvantage washington residents.",
WA_[2023-2024]_SB-6073,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,Senate,Concerning the use of artificial intelligence language learning models in official court filings.,2024-01-09,True,True,False,False,False,,,
WA_[2023-2024]_SB-6299,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,Senate,Protecting employee rights in the workplace with regards to the use of digital technology.,2024-01-24,True,True,False,False,False,,,
WA_[2023-2024]_HB-1947,gpt-3.5-turbo-0125,2023-2024,['bill'],Washington,WA,House,"Concerning the governance of technology services in state government, including eliminating the office of the chief information officer and renaming the consolidated technology services agency.",2023-12-14,True,False,False,False,False,,,
TN_[113]_HB-1630,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"Education - As introduced, requires the governing board of each public institution of higher education to promulgate rules, and requires each local board of education and governing body of a public charter school to adopt a policy, regarding the use of artificial intelligence technology by students, teachers, faculty, and staff for instructional and assignment purposes. - Amends TCA Title 49.",2024-01-02,True,True,False,False,False,,,
TN_[113]_HB-1964,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"Criminal Offenses - As introduced, expands the offense of unlawful exposure to include the distribution, with the intent to cause emotional distress, of an image of the intimate parts of another identifiable person or an image of an identifiable person engaged in sexually explicit conduct and the image was created or modified by means of a computer software program, artificial intelligence application, or other digital editing tools; specifies that for the purposes of sexual exploitation of children offenses, the term ""material"" includes computer-generated images created, adapted, or modified by artificial intelligence. - Amends TCA Title 39.",2024-01-23,True,True,False,False,False,,,
TN_[113]_SB-1711,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"Education - As introduced, requires the governing board of each public institution of higher education to promulgate rules, and requires each local board of education and governing body of a public charter school to adopt a policy, regarding the use of artificial intelligence technology by students, teachers, faculty, and staff for instructional and assignment purposes. - Amends TCA Title 49.",2024-01-02,True,True,False,False,False,,,
TN_[113]_HB-2163,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"Sexual Offenses - As introduced, specifies that for the purposes of sexual exploitation of children offenses, the term ""material"" includes computer-generated images created, adapted, or modified by artificial intelligence; defines ""artificial intelligence."" - Amends TCA Title 39 and Title 40.",2024-01-25,True,True,False,False,False,,,
TN_[113]_HB-2185,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"Election Laws - As introduced, requires political advertisements that are created in whole or in part by artificial intelligence to include certain disclaimers; requires materially deceptive media disseminated for purposes of a political campaign to include certain disclaimers; establishes criminal penalties and the right to injunctive relief for violations.  - Amends TCA Title 2, Chapter 19, Part 1.",2024-01-25,True,True,False,False,False,,,
TN_[113]_SB-2057,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"Election Laws - As introduced, requires political advertisements that are created in whole or in part by artificial intelligence to include certain disclaimers; requires materially deceptive media disseminated for purposes of a political campaign to include certain disclaimers; establishes criminal penalties and the right to injunctive relief for violations.  - Amends TCA Title 2, Chapter 19, Part 1.",2024-01-25,True,True,False,False,False,,,
TN_[113]_SB-2003,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"Criminal Offenses - As introduced, expands the offense of unlawful exposure to include the distribution, with the intent to cause emotional distress, of an image of the intimate parts of another identifiable person or an image of an identifiable person engaged in sexually explicit conduct and the image was created or modified by means of a computer software program, artificial intelligence application, or other digital editing tools; specifies that for the purposes of sexual exploitation of children offenses, the term ""material"" includes computer-generated images created, adapted, or modified by artificial intelligence. - Amends TCA Title 39.",2024-01-23,True,True,False,False,False,,,
TN_[113]_HB-2325,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"Boards and Commissions - As introduced, creates the artificial intelligence advisory council to recommend an action plan to guide awareness, education, and usage of artificial intelligence in state government that aligns with the state’s policies and goals and that supports public employees in the efficient and effective delivery of customer service. - Amends TCA Title 4.",2024-01-29,True,True,True,False,False,,"creates the artificial intelligence advisory council to recommend an action plan to guide awareness, education, and usage of artificial intelligence in state government",
TN_[113]_HB-2341,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"State Government - As introduced, requires each department of the executive branch to develop a plan to prevent the malicious and unlawful use of artificial intelligence for the purpose of interfering with the operation of the department, its agencies and divisions, and persons and entities regulated by the respective department; requires each department to report its plan, findings, and recommendations to each member of the general assembly no later than January 1, 2025.  - Amends TCA Title 2; Title 4; Title 8; Title 38; Title 39 and Title 47, Chapter 18.",2024-01-30,True,True,True,False,False,,"requires each department of the executive branch to develop a plan to prevent the malicious and unlawful use of artificial intelligence for the purpose of interfering with the operation of the department, its agencies and divisions, and persons and entities regulated by the respective department",
TN_[113]_HB-2501,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,House,"Election Laws - As introduced, requires political communications to contain a disclaimer if the communication was generated in whole or in part by synthetic media using artificial intelligence algorithms. - Amends TCA Title 2.",2024-01-30,True,True,False,False,False,,,
TN_[113]_SB-2461,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"State Government - As introduced, requires each department of the executive branch to develop a plan to prevent the malicious and unlawful use of artificial intelligence for the purpose of interfering with the operation of the department, its agencies and divisions, and persons and entities regulated by the respective department; requires each department to report its plan, findings, and recommendations to each member of the general assembly no later than January 1, 2025.  - Amends TCA Title 2; Title 4; Title 8; Title 38; Title 39 and Title 47, Chapter 18.",2024-01-30,True,True,True,False,False,,"requires each department of the executive branch to develop a plan to prevent the malicious and unlawful use of artificial intelligence for the purpose of interfering with the operation of the department, its agencies and divisions, and persons and entities regulated by the respective department",
TN_[113]_SB-2431,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"Consumer Protection - As introduced, requires a person to include a disclosure on certain content generated by artificial intelligence that the content was generated using artificial intelligence; makes it an unfair or deceptive act or practice under the Tennessee Consumer Protection Act of 1977 to distribute certain content generated using artificial intelligence without the required disclosure. - Amends TCA Title 47.",2024-01-30,True,True,False,False,False,,,
TN_[113]_SB-2386,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"Election Laws - As introduced, requires political communications to contain a disclaimer if the communication was generated in whole or in part by synthetic media using artificial intelligence algorithms. - Amends TCA Title 2.",2024-01-30,True,True,False,False,False,,,
TN_[113]_SB-2460,gpt-3.5-turbo-0125,113,['bill'],Tennessee,TN,Senate,"Consumer Protection - As introduced, creates a violation under the Tennessee Consumer Protection Act of 1977 for a person or entity that alters the appearance, action, or speech of an individual through the use of synthetic media in a communication that is knowingly distributed publicly with the intent to malign, slander, defame, or otherwise intentionally mislead the public and damage the reputation of the individual. - Amends TCA Title 2; Title 4; Title 8; Title 38; Title 39 and Title 47, Chapter 18.",2024-01-30,True,True,False,False,False,,,
